0.00 , 0.00

0.00 , 0.00

0.00 , 0.00


0.00 , 0.00

0.00 , 0.00


2.10 , 0.00

4.78 , 0.00

4.78 , 0.00

10.00 , 99.00


20.74 , 99.00

34.71 , 99.00

46.83 , 99.00

54.43 , 99.00


61.09 , 99.00

65.03 , 99.00

63.77 , 99.00

64.32 , 99.00


64.77 , 99.00

63.67 , 99.00


63.24 , 99.00

65.17 , 99.00

65.07 , 99.00


62.98 , 100.00

63.81 , 100.00

65.37 , 100.00


67.85 , 99.00

67.45 , 99.00

67.48 , 99.00

71.13 , 99.00


69.72 , 99.00


67.72 , 99.00

63.18 , 99.00


63.05 , 99.00

63.05 , 99.00

40.50 , 100.00

55.23 , 100.00


58.95 , 100.00

60.55 , 99.00

60.11 , 99.00

61.98 , 99.00


62.18 , 99.00

60.74 , 99.00

62.05 , 99.00

66.82 , 99.00

69.90 , 99.00

66.00 , 99.00

63.33 , 99.00


60.07 , 99.00

59.25 , 99.00

59.95 , 99.00

64.09 , 99.00


65.96 , 99.00

65.81 , 99.00

64.90 , 99.00


65.43 , 99.00

61.19 , 99.00

56.92 , 99.00


55.08 , 99.00

56.84 , 99.00

59.64 , 99.00

63.95 , 99.00

67.68 , 99.00

63.94 , 99.00

63.88 , 99.00


66.70 , 99.00

67.49 , 99.00


61.89 , 99.00

60.27 , 99.00

62.63 , 99.00

64.49 , 99.00

62.76 , 99.00

63.28 , 99.00

66.04 , 99.00

69.51 , 99.00

68.87 , 99.00

66.54 , 99.00

69.25 , 99.00


68.98 , 99.00

67.90 , 99.00

66.62 , 99.00

68.80 , 99.00

68.80 , 99.00

66.04 , 100.00

68.14 , 100.00

66.22 , 99.00

66.36 , 99.00

70.68 , 99.00


73.10 , 99.00

71.84 , 99.00


68.04 , 99.00

68.03 , 99.00

69.88 , 99.00

70.21 , 99.00


67.44 , 99.00

73.64 , 99.00

72.66 , 99.00

70.25 , 99.00


69.38 , 99.00

71.50 , 99.00

63.60 , 99.00

60.87 , 100.00

62.53 , 100.00

61.25 , 100.00

62.65 , 99.00

64.50 , 99.00

71.36 , 99.00

