0.00 , 0.00

0.00 , 0.00

0.00 , 0.00

0.00 , 0.00

0.00 , 0.00


1.36 , 0.00


1.36 , 0.00


0.00 , 0.00

0.00 , 0.00

28.16 , 0.00


28.16 , 0.00


30.07 , 0.00

33.17 , 99.00


47.21 , 99.00

58.13 , 99.00

64.93 , 99.00

64.98 , 99.00


63.75 , 99.00

63.68 , 100.00


63.69 , 100.00


63.25 , 100.00

64.68 , 100.00


69.37 , 100.00

69.51 , 100.00

70.01 , 100.00

66.03 , 100.00

69.55 , 99.00

66.80 , 99.00


64.86 , 99.00

65.37 , 99.00


41.72 , 99.00


53.43 , 99.00

53.43 , 99.00

0.00 , 0.00


38.07 , 0.00

52.83 , 0.00


67.29 , 100.00

70.06 , 100.00


70.06 , 100.00

44.94 , 100.00

59.42 , 100.00


68.07 , 99.00

68.51 , 99.00

70.63 , 99.00


68.06 , 100.00


69.46 , 100.00

68.08 , 100.00


72.90 , 100.00

72.90 , 100.00


70.39 , 99.00


72.40 , 99.00

70.70 , 99.00


65.84 , 99.00

70.98 , 99.00

68.70 , 99.00


70.21 , 99.00

69.32 , 99.00


66.66 , 99.00

64.81 , 99.00

64.81 , 99.00


37.50 , 0.00


51.03 , 0.00

51.03 , 0.00


0.00 , 0.00

40.70 , 0.00


40.70 , 0.00

40.37 , 0.00

40.37 , 0.00

40.24 , 0.00

66.02 , 100.00

74.69 , 100.00


75.38 , 100.00


71.24 , 100.00


69.23 , 100.00

75.08 , 100.00


73.22 , 100.00

73.08 , 100.00


74.11 , 100.00

75.89 , 100.00

69.49 , 100.00


69.03 , 100.00


72.92 , 100.00

68.89 , 100.00

69.80 , 100.00


71.92 , 99.00

69.48 , 99.00


72.59 , 99.00

71.78 , 99.00


68.95 , 99.00


47.08 , 100.00

47.08 , 100.00

0.00 , 0.00

36.66 , 0.00


50.68 , 0.00

55.49 , 99.00

70.73 , 99.00


63.79 , 99.00

40.95 , 100.00

60.28 , 100.00

67.27 , 100.00


73.71 , 100.00

73.71 , 100.00

36.52 , 0.00

51.62 , 0.00


62.19 , 99.00


62.30 , 99.00

65.57 , 99.00

71.84 , 100.00

71.84 , 100.00

0.00 , 0.00

48.23 , 0.00


56.42 , 99.00

