0.00 , 0.00

0.00 , 0.00


0.00 , 0.00

0.00 , 0.00

0.00 , 0.00

0.00 , 0.00

2.85 , 0.00


6.71 , 0.00

14.64 , 97.00

42.81 , 97.00

59.27 , 98.00

62.62 , 98.00


59.46 , 98.00

61.51 , 99.00

72.34 , 99.00

66.89 , 99.00


63.25 , 100.00

61.90 , 100.00

61.80 , 100.00


61.34 , 100.00

59.70 , 100.00

60.13 , 100.00


61.80 , 100.00

64.55 , 100.00

62.39 , 100.00

61.40 , 99.00

65.21 , 99.00


66.38 , 100.00

63.11 , 100.00

62.62 , 100.00

61.66 , 99.00

64.86 , 99.00

63.30 , 99.00


63.94 , 99.00

62.17 , 99.00

64.67 , 99.00


67.09 , 100.00

65.44 , 100.00

64.34 , 100.00

62.32 , 99.00

67.94 , 99.00

65.71 , 99.00

65.71 , 99.00


41.95 , 99.00

41.95 , 99.00

38.34 , 99.00


36.38 , 100.00


36.38 , 100.00

35.28 , 100.00

47.92 , 100.00


56.25 , 100.00

63.17 , 100.00


63.04 , 100.00

63.84 , 100.00

44.22 , 100.00

57.58 , 100.00


62.20 , 100.00

62.30 , 100.00

65.57 , 100.00

63.17 , 99.00

60.38 , 99.00

60.08 , 99.00


63.74 , 99.00

61.71 , 99.00

64.09 , 99.00


73.48 , 99.00

69.57 , 99.00

69.11 , 99.00


71.90 , 99.00


74.11 , 99.00

72.37 , 99.00


66.41 , 99.00

66.57 , 100.00


69.26 , 100.00

66.69 , 100.00

66.99 , 99.00


68.07 , 99.00

69.41 , 99.00


69.97 , 99.00

71.38 , 99.00

73.35 , 99.00


73.13 , 99.00

70.98 , 99.00


71.81 , 99.00


69.44 , 99.00

65.88 , 99.00


68.96 , 99.00

70.32 , 99.00

67.94 , 99.00


65.29 , 99.00


65.29 , 99.00

55.25 , 99.00


62.27 , 99.00

65.13 , 99.00


65.05 , 99.00

64.65 , 99.00


64.44 , 99.00

65.20 , 99.00

68.24 , 99.00


67.15 , 99.00


63.34 , 99.00

